バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
CastHour,怪物,IIDX EDITION,Remixed by Nhato feat. ricono,15,1,0,0,0,---,NO PLAY,---,4,0,0,0,---,FULLCOMBO CLEAR,---,6,0,0,0,---,FULLCOMBO CLEAR,---,10,1948,842,264,25,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-07-10 18:49
CastHour,愛しくてラヴィンユー ft. マナ,EURO BEAT,Xceon,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,7,0,0,0,---,CLEAR,---,10,1504,581,342,62,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-04-30 14:38
CastHour,月とミルク,CHIPBREAK POP,TORIENA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1282,544,194,10,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-12-07 19:26
CastHour,烽火連天の刃,CYBER TAIGA,OSTER project,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,1591,639,313,43,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-03 20:09
CastHour,禊,HARD PSY TRANCE,Nhato,22,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,1460,560,340,30,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-17 20:29
CastHour,踊,J-POP,Ado,13,1,0,0,0,---,FULLCOMBO CLEAR,---,3,0,0,0,---,FULLCOMBO CLEAR,---,6,0,0,0,---,FULLCOMBO CLEAR,---,9,1223,483,257,3,CLEAR,A,10,1371,538,295,41,CLEAR,B,2024-08-03 16:38
CastHour,黒紅掬い,SHOWA RETRO,猫叉Master feat.霜月はるか,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1286,505,276,46,CLEAR,A,0,0,0,0,---,NO PLAY,---,2023-12-16 15:03
RESIDENT,3V0,NEO DANCE SPEED,BlackY,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1467,604,259,3,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-08 19:44
RESIDENT,anthracene,HYPER EUROBEATECHNO,DJ Command (Eurobeat Union),1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1336,532,272,37,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-20 20:12
RESIDENT,AWA AWA,BOSSA NA NOKA,Snail's House,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1731,721,289,34,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-27 19:58
RESIDENT,Bad Encryption,NEO INDUSTRIAL,BEMANI Sound Team "ZAQUVA" respect for teranoid,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1063,388,287,48,CLEAR,C,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-02 16:38
RESIDENT,Chaotoxin,HELETIC BREAK D'n'B,Feryquitous,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1241,483,275,20,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-12-07 20:28
RESIDENT,CODE -CRiMSON-,NRG SCHRANZ,Shiron,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1335,531,273,27,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-02 15:40
RESIDENT,CUE CUE RESCUE,EMERGENCY CORE,TORIENA,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,dica dica,ACID RAVE,REMO-CON,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,1575,620,335,27,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-13 16:23
RESIDENT,Driver,BIGROOM D&B,Masayoshi Iimori,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1304,534,236,46,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-02-17 17:15
RESIDENT,EXODUS SIGN,TEAROUT BREAKS,Blacklolita,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1308,529,250,19,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-27 20:51
RESIDENT,EZ DO DANCE,IIDX EDITION,Remixed by kors k,4,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1400,551,298,10,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-10 19:12
RESIDENT,Fading Stars,TRANCE,Nhato,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1853,733,387,39,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-03 17:22
RESIDENT,Get On Your Feet,HYBRID TRANCE,Nhato,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1423,597,229,7,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 13:43
RESIDENT,GET UP AGAIN,COMPETITIVE ROCKSTEP,Zekk feat. くらべ,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1864,773,318,32,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-08 19:37
RESIDENT,KING,IIDX EDITION,Remixed by SOUND HOLIC feat. はるの,23,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,9,1624,674,276,8,CLEAR,AA,11,1983,797,389,69,CLEAR,B,12,0,0,0,---,NO PLAY,---,2024-06-23 13:40
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,CHANNEL K,kors k,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,10,1684,664,356,36,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-06 21:35
RESIDENT,LADS,HYBRID FOLK,BEMANI Sound Team "PON",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1634,663,308,45,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-03-03 14:19
RESIDENT,Luna Plena,MELODIC J-ROCK,アオワイファイ,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,Meissa,PROGRESSIVE DRUM'N'BASS,BEMANI Sound Team "Yvya",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1182,478,226,11,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-08 21:04
RESIDENT,Move UR Body,HAPPY HARDCORE,nora2r,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1480,611,258,8,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-03 16:30
RESIDENT,Next Level,DRUM & BASS,Maozon,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,No Border,TRANCE,BEMANI Sound Team "dj TAKA" feat.Sana,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,ONE AND ONLY,RAVE IN THE GAME,Yuta Imai,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1349,539,271,16,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-08 20:45
RESIDENT,Programmed Genom,PSYCHEDELIC TRANCE,kors k,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,Rewind Time,GLITCH HOP,Dazsta,5,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1444,524,396,21,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-02 20:46
RESIDENT,Ruler or Loser,DRUM & BASS,Maozon feat. Nadia,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,STRAIGHT TO THE STARS,COLOUR BASS BREAKS,BEMANI Sound Team "Expander" feat. Starbitz,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,Stylus,STYLISH ELECTRO,BEMANI Sound Team "HuΣeR",12,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1505,618,269,6,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 13:02
RESIDENT,Summerblue,GAME MUSIC,Toby Fox & Camellia,7,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1279,502,275,7,CLEAR,A,10,1577,618,341,47,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-20 19:52
RESIDENT,Sunny Day Vibes,FUTURE CORE,Mameyudoufu,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,Super Freak,HARDCORE,Hommarju,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1411,563,285,18,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-09 16:11
RESIDENT,TECHNOPHOBIA,TECH/ELECTRO,BEMANI Sound Team "HuΣeR",6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1290,528,234,17,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-03 19:28
RESIDENT,THE TIME MACHINE,HARDWAVE/STYLE,Yuta Imai,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1160,420,320,15,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-09 16:34
RESIDENT,VOLCANIC BIGBEAT,TECH-BIGBEAT,DJ Mass MAD Izm*,4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1376,557,262,30,ASSIST CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-27 19:46
RESIDENT,wanna be a "BAD GIRL" feat. Nana Takahashi,FUNK POP,Nhato,4,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1701,738,225,6,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-07-11 18:41
RESIDENT,With You,DANCE,BANVOX,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,ZEИITH,ARCADE CORE,Ashrount vs polysha,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1508,609,290,9,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-15 19:16
RESIDENT,≡+≡,NIGHTCORE,Ryu☆,11,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1739,752,235,11,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-20 13:13
RESIDENT,あるビー！ feat.ころねぽち,ピコピコ電波ソング,ヒゲドライバー,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,いつかオトナになれるといいね。,J-POP,ツユ,1,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1575,653,269,1,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-05-18 20:26
RESIDENT,おとせサンダー,J-ROCK,ぼっちぼろまる,1,1,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1655,710,235,48,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-27 21:09
RESIDENT,きゅんです。,ROCK,Pizuya's Cell,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1605,623,359,55,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-04-28 18:17
RESIDENT,チェイスチェイスジョーカーズのうた (オニスタイルリミックス),ウラシュダイカ,ちよこ & 一ノ瀬 月琉 Prod. by RoughSketch & NUE,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1353,551,251,5,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 13:25
RESIDENT,パーフェクトイーター,ROCK,BEMANI Sound Team "PON" feat.かなたん,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,マツケンサンバII,IIDX EDITION,Remixed by Ryu☆ feat. BEMANI Sound Team "ショッチョー" ＆ イオシスコーラス隊,1,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1268,476,316,12,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-02-04 16:45
RESIDENT,新時代,IIDX EDITION,Remixed by Nhato feat. 花たん,5,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1899,825,249,25,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-06-23 13:32
RESIDENT,昏き甲鉄のヴェルガ,FANTASIA,arcane feat.rionos,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1551,603,345,50,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-02-01 17:18
RESIDENT,月と夢の跡 ft. マナ,J METAL×DANCE POP,Xceon,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1195,489,217,8,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-22 18:51
RESIDENT,栄冠のカンパネラ,TRIUMPHAL MARCH,OSTER project,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1657,683,291,32,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-30 14:04
RESIDENT,楽園追放,ALTERNATIVE,中山真斗 feat. CHAN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,湘南ロンリーMIDNIGHT RAIN,歌謡ニューウェーブ,Nana Takahashi & BEMANI Sound Team "T.Kakuta",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
RESIDENT,生きるよすが,J-POP,月詠み,1,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1344,497,350,80,CLEAR,C,0,0,0,0,---,NO PLAY,---,2024-01-06 15:38
RESIDENT,真夜中のバベル,HOUSE,Len,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1096,427,242,51,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-04-30 14:03
RESIDENT,神っぽいな,IIDX EDITION,Remixed by uno(IOSYS) & NUE feat. Chiyoko,7,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1455,588,279,45,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-01 21:10
RESIDENT,輪廻の鴉,SPIRITUAL CORE,BEMANI Sound Team "dj TAKA",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1399,593,213,10,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-08 19:39
RESIDENT,響花水月,HEROIC DRUM & BASS,xi feat. Risa Yuzuki,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1420,575,270,5,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-02 16:42
EPOLIS,20XX,CYBER BREAKCORE,COR!S,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1442,606,230,28,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-03 16:09
EPOLIS,ACT0,NEOTRANCE CORE,モリモリあつし,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1510,590,330,33,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-20 19:08
EPOLIS,Aeterna,UNSUNG FANTASIA,satella feat. Risa Yuzuki,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1210,498,214,8,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-17 17:55
EPOLIS,Amethyst,TRANCE,BlackY,31,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1544,665,214,3,CLEAR,AA,11,1560,614,332,84,ASSIST CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-03 16:42
EPOLIS,BLAZING_LAZER,BURNING RAVE,brz1128,4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1624,662,300,14,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 13:12
EPOLIS,Chemical Colours,COLOUR TECHCORE,Blacklolita x BEMANI Sound Team "Expander",2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1518,614,290,27,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-09 16:12
EPOLIS,CODE:2,HARD TECHNO,HEXA,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1485,643,199,3,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-29 21:17
EPOLIS,Dahlia,HARD RENAISSANCE,BlackY,21,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1485,581,323,26,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 12:57
EPOLIS,DAZZLE ATTACK,HAPPY HARDCORE TAKEOVER,Yuta Imai,7,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1277,505,267,4,CLEAR,A,11,1220,438,344,302,FAILED,D,0,0,0,0,---,NO PLAY,---,2024-06-23 12:57
EPOLIS,Deep Sea Mystery,NEO 90's AMBIENT JUNGLE,Dirty Androids,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1139,484,171,8,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-03 18:02
EPOLIS,Demon March,CINEMATIC BREAKCORE,Nhato,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1514,597,320,60,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-09 17:25
EPOLIS,Echoes of Sunfall,ETHNIC HARDSOUND,nora2r,11,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1252,498,256,15,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-28 18:34
EPOLIS,frequent,MUSIC GAME TRADITIONAL,BEMANI Sound Team "dj TAKA",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,1618,654,310,39,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-01-14 17:45
EPOLIS,Get Higher,ADVENTURE TRIP,BEMANI Sound Team "劇団レコード",7,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1238,491,256,18,CLEAR,A,11,1500,594,312,29,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-03 17:27
EPOLIS,Ghost Pulse,NEOTRANCE,crayvxn,8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1279,520,239,7,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-28 18:04
EPOLIS,GloriosA,XYMPHONIC TECHCORE,KARUT,8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1442,553,336,9,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-30 14:26
EPOLIS,GLORIOUS HAMMER,DUBSTEP,AJURIKA,9,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1507,615,277,2,FULLCOMBO CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 14:04
EPOLIS,Hard Breaker,HARD TRANCE,Nhato,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1581,614,353,86,FAILED,B,0,0,0,0,---,NO PLAY,---,2024-07-03 20:20
EPOLIS,INHERITANCE,TRANCE CORE,Zekk,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1278,514,250,20,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-30 13:48
EPOLIS,Iris,EMOTIONAL J-POP,BEMANI Sound Team "HuΣeR" feat.紫村 花澄,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1246,515,216,3,CLEAR,AA,10,1355,484,387,39,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-02-01 17:01
EPOLIS,MAXIMUM CHEAT GIRL,MAXIMUM GAME-BREAKING HARDCORE,かめりあ feat. ななひら,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1598,632,334,16,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-14 15:25
EPOLIS,Mukade,SCHRANZ,kors k,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1325,543,239,14,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-17 20:00
EPOLIS,NEEDLESS MY LOVE FOR YOU,ROCK,Pizuya's Cell,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1296,542,212,11,NO PLAY,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-22 19:00
EPOLIS,Out of Control,FREEFORM ARTCORE,CANVAS feat. Quimar,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1123,394,335,79,CLEAR,C,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-28 17:54
EPOLIS,out of disk space,CHARGE CORE,TORIENA,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1487,614,259,15,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-23 13:09
EPOLIS,PILGRIM,TRAP,crayvxn,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1356,555,246,1,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-22 19:07
EPOLIS,Psychedelic Intelligence,PSYCHEDELIC,BEMANI Sound Team "Sota Fujimori",4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1307,516,275,11,CLEAR,A,11,1721,661,399,73,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-20 19:55
EPOLIS,Shapeshifter,TECHNICAL ELECTRO,Avans,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1186,431,324,5,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-03 16:33
EPOLIS,SOLAR ECLIPSE,CROSSOVER,Yuta Imai Vs. BEMANI Sound Team "Yvya",2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1635,629,377,71,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-30 14:57
